#,Target,Mode,IP,URL Rating,Domain Rating,Ahrefs Rank,Domains,Ref domains Dofollow,Ref domains Governmental,Ref domains Educational,Ref IPs,Ref SubNets,Linked Domains,Total Backlinks,Backlinks Text,Backlinks NoFollow,Backlinks Redirect,Backlinks Image,Backlinks Frame,Backlinks Form,Backlinks Governmental,Backlinks Educational,Total Keywords,Total Traffic (desc)
171,bvmd.se,subdomains,194.9.94.85,,0.6,77089719,3,2,0,0,3,3,5,5,5,1,0,0,0,0,0,0,0,0
90,kemistsamfundet.se,subdomains,194.9.94.86,,0.6,77200277,8,5,0,0,8,8,1,13,13,3,0,4,0,0,0,0,0,0
63,rekryteringspartner.se,subdomains,93.188.2.52,,0.6,77270183,4,2,0,0,5,5,1,6,6,3,0,0,0,0,0,0,0,0
72,bredarydsmissionskyrka.se,subdomains,194.9.94.86,,0.6,77409195,2,2,0,0,2,2,5,4,4,0,0,0,0,0,0,0,0,0
115,goshandel.se,subdomains,194.9.94.86,,0.6,77603894,19,13,0,1,24,23,3,67,67,22,0,2,0,0,0,1,0,0
133,adderaforlag.se,subdomains,194.9.94.85,,0.6,77850240,9,7,0,0,15,15,5,43,43,2,0,0,0,0,0,0,0,0
88,lionsvindeln.se,subdomains,194.9.94.85,,0.6,78009895,3,1,0,0,3,3,4,3,2,1,0,0,1,0,0,0,0,0
196,anstad.se,subdomains,194.9.94.85,,0.6,78222319,7,5,0,0,8,8,4,36,36,3,0,2,0,0,0,0,0,0
140,landskronahistoria.se,subdomains,194.9.94.86,,0.5,78413720,103,31,0,1,100,86,4,225,225,176,0,3,0,0,0,2,0,0
159,stockholmshalsomottagning.se,subdomains,,,0.5,78449720,3,3,0,0,6,6,1,9,9,0,0,0,0,0,0,0,0,0
166,ellaskatthus.se,subdomains,194.9.94.86,,0.5,78455210,8,7,0,0,8,7,1,215,215,1,0,1,0,0,0,0,0,0
172,cadillacklubb.se,subdomains,,,0.5,78488785,2,1,0,0,2,2,1,2,2,1,0,0,0,0,0,0,0,0
91,staffanstorpsslaktforskare.se,subdomains,194.9.94.86,,0.5,78565670,4,4,0,0,4,4,1,15,15,0,0,0,0,0,0,0,0,0
22,foreningenpeaceandlove.se,subdomains,194.9.94.86,,0.5,78672509,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0
56,advokatvästerås.se,subdomains,194.9.94.86,,0.5,79498162,3,3,0,0,3,3,3,6,6,0,0,3,0,0,0,0,0,0
117,samarbeta.nu,subdomains,194.9.94.86,,0.5,79708221,3,3,0,0,2,2,1,9,9,0,0,0,0,0,0,0,0,0
114,larssonsjakt.se,subdomains,194.9.94.86,,0.5,79787519,4,3,0,0,4,4,3,7,7,1,0,3,0,0,0,0,0,0
92,stefanteleman.se,subdomains,194.9.94.86,,0.5,80512576,7,7,0,0,9,8,1,44,44,0,0,0,0,0,0,0,0,0
18,agada.se,subdomains,188.114.226.4,,0.5,80650722,21,18,0,1,27,23,25,64,60,16,4,6,0,0,0,1,1,3
92,ungdomsvejledning.nu,subdomains,,,0.5,80693620,8,7,0,0,18,16,0,33,33,1,0,0,0,0,0,0,0,0
47,bmkslottsstaden.se,subdomains,188.114.97.2,,0.5,81687256,3,2,0,0,3,3,13,15,15,2,0,0,0,0,0,0,1,0
141,freelanceaustin.org,subdomains,194.9.94.85,,0.5,81774017,10,8,0,0,17,16,1,26,25,3,0,0,1,0,0,0,0,0
81,protv.se,subdomains,194.9.94.85,,0.5,82137866,8,8,0,0,16,16,1,26,26,0,0,0,0,0,0,0,0,0
31,galapagos-sub-aqua.com,subdomains,94.46.61.177,,0.5,83814451,87,60,0,0,100,91,15,649,645,80,3,11,1,0,0,0,5,14
80,strimlalasutredningen.nu,subdomains,,,0.4,84137116,1,1,0,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0
93,bitternabygdegrupp.se,subdomains,194.9.94.85,,0.4,84410269,2,2,0,0,4,4,6,4,4,0,0,0,0,0,0,0,0,0
94,stairculinar.se,subdomains,194.9.94.86,,0.4,84682342,2,2,0,0,2,2,4,4,4,0,0,2,0,0,0,0,0,0
142,cygroup.ru,subdomains,94.46.250.140,,0.4,84930231,24,18,0,1,28,26,3,183,178,14,1,6,0,0,0,3,0,0
148,openingupdesign.se,subdomains,194.9.94.85,,0.4,85106307,3,1,0,1,4,4,2,5,5,2,0,0,0,0,0,3,0,0
95,tyskaskolan.nu,subdomains,93.188.2.51,,0.4,85415105,15,13,0,0,13,12,1,36,26,3,3,9,1,0,0,0,0,0
34,marwell.se,subdomains,46.30.211.38,,0.5,85536415,13,9,0,0,16,14,1,53,52,14,0,2,0,0,0,0,0,0
26,rcb2.se,subdomains,194.9.94.85,,0.4,85858176,17,12,0,0,18,17,3,40,40,9,0,7,0,0,0,0,0,0
67,helsingborgsstudentkor.se,subdomains,194.9.94.86,,0.4,85910302,2,1,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,0
26,bistrobo.se,subdomains,,,0.4,86537548,6,4,0,0,9,8,1,115,115,49,0,48,0,0,0,0,0,0
79,canvastavlortips.se,subdomains,194.9.94.85,,0.4,86870606,5,4,0,0,5,5,1,11,11,1,0,1,0,0,0,0,0,0
107,lecznarbyggkonsult.se,subdomains,194.9.94.85,,0.4,87122500,2,2,0,0,2,2,3,2,2,0,0,0,0,0,0,0,0,0
162,flygkamrat.se,subdomains,194.9.94.85,,0.4,87727610,2,2,0,0,2,2,1,3,3,0,0,0,0,0,0,0,0,0
77,klaurapopup.se,subdomains,,,0.3,88270896,18,16,0,0,19,17,15,45,45,9,0,0,0,0,0,0,0,0
191,assida.se,subdomains,,,0.3,88578306,8,7,0,0,6,6,0,23,23,4,0,0,0,0,0,0,0,0
144,tingsrydsskrivareklubb.se,subdomains,194.9.94.85,,0.3,89477259,1,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0
143,elektriker-boras.se,subdomains,194.9.94.86,,0.3,91294607,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
96,lanapengaronline.se,subdomains,194.9.94.85,,0.3,91681663,7,6,0,0,6,6,3,29,29,1,0,0,0,0,0,0,0,0
46,fenalund.se,subdomains,194.9.94.85,,0.3,91760100,4,4,0,0,10,6,3,1463,1463,0,0,0,0,0,0,0,0,0
21,www.citadellresor.se/,subdomains,93.188.2.54,,0.3,92139130,25,13,0,0,29,29,5,144,140,65,1,35,0,0,0,0,5,0
13,vadskamanröstapå.se,subdomains,185.133.206.152,,0.3,92348367,17,15,0,0,18,15,0,29,29,10,0,0,0,0,0,0,3,0
155,vadskajagröstapå.nu,subdomains,192.165.9.166,,0.3,92378751,15,13,0,0,17,16,1,33,33,12,0,0,0,0,0,0,0,0
107,jibsalumni.se,subdomains,194.9.94.86,,0.3,92428674,10,8,0,1,5,4,1,19,19,3,0,4,0,0,0,2,0,0
45,coinauction.se,subdomains,194.9.94.85,,0.3,92530256,3,1,0,0,3,3,1,54,54,2,0,0,0,0,0,0,0,0
119,skaffasolcell.se,subdomains,194.9.94.85,,0.3,92859471,21,13,0,0,22,19,1,75,75,15,0,2,0,0,0,0,0,0
145,studentbostadersundsvall.se,subdomains,,,0.3,93225196,2,2,0,0,2,2,3,10,10,0,0,0,0,0,0,0,0,0
112,gibrish.se,subdomains,194.9.94.86,,0.3,93465353,8,7,0,0,7,7,3,23,22,2,0,4,1,0,0,0,0,0
191,lidstock.nu,subdomains,194.9.94.86,,0.2,93943311,9,8,0,0,7,7,1,23,23,1,0,0,0,0,0,0,0,0
148,beab-veberod.se,subdomains,194.9.94.85,,0.2,94488292,21,19,0,0,18,15,1,2541,2541,7,0,2515,0,0,0,0,0,0
146,tunabygdenshsk.se,subdomains,194.9.94.85,,0.2,94960393,6,5,0,0,9,9,3,15,14,1,1,6,0,0,0,0,0,0
161,sitriaassistans.se,subdomains,,,0.2,95141987,4,4,0,0,4,4,0,5,5,0,0,1,0,0,0,0,0,0
171,skogsfamiljen.se,subdomains,194.9.94.86,,0.2,95185496,4,2,0,0,4,4,1,8,8,3,0,0,0,0,0,0,0,0
95,bjaremalarna.se,subdomains,194.9.94.85,,0.2,95416418,7,4,0,0,19,16,1,49,49,3,0,22,0,0,0,0,0,0
135,debadata.se,subdomains,194.9.94.86,,0.2,96588424,4,2,0,0,4,4,1,5,5,2,0,0,0,0,0,0,0,0
147,rekryteringstockholm.nu,subdomains,194.9.94.86,,0.2,96745377,3,2,0,0,3,3,3,6,6,2,0,2,0,0,0,0,0,0
120,exicad.com,subdomains,,,0.2,97048471,21,15,0,0,19,19,0,63,63,31,0,2,0,0,0,0,0,0
170,landstingsarkivetstockholm.se,subdomains,194.9.94.86,,0.2,97494103,4,4,0,0,4,4,1,12,12,0,0,0,0,0,0,0,0,0
66,norrsped.se,subdomains,194.9.94.86,,0.2,97776545,19,9,0,0,19,18,4,199,197,181,0,4,0,0,0,0,0,0
100,askungarna.se,subdomains,194.9.94.86,,0.2,97785904,7,3,0,0,7,7,1,10,10,6,0,0,0,0,0,0,0,0
149,artlife.se,subdomains,194.9.94.86,,0.2,98111561,6,5,0,0,10,10,1,15,15,1,0,0,0,0,0,0,0,0
149,stenungsundchess.se,subdomains,194.9.94.85,,0.2,98456559,1,1,0,0,2,1,4,7,7,0,0,0,0,0,0,0,0,0
35,nilssonsbyggab.se,subdomains,,,0.2,98505473,14,11,0,0,23,21,0,73,73,8,0,11,0,0,0,0,0,0
70,alfakrull.se,subdomains,,,0.2,99271907,6,6,0,0,12,9,3,94,94,1,0,0,0,0,0,0,0,0
140,hildeschoklad.se,subdomains,,,0.2,99915697,2,1,0,0,2,2,3,19,19,1,0,0,0,0,0,0,0,0
25,flottiljomradetskamratforening.se,subdomains,194.9.94.86,,0.2,99932301,7,1,0,0,7,7,41,10,10,6,0,1,0,0,0,0,0,0
153,ffa.nu,subdomains,194.9.94.86,,0.1,100442738,10,9,0,0,8,7,1,25,25,3,0,1,0,0,0,0,0,0
100,sjfr.se,subdomains,35.228.128.110,,0.1,101032069,8,7,0,0,12,11,1,50,50,15,0,0,0,0,0,0,0,0
57,ringathailand.se,subdomains,194.9.94.86,,0.1,101231091,25,24,0,0,27,25,3,46,46,18,0,9,0,0,0,0,0,0
67,claramotett.se,subdomains,,,0.1,101489856,3,1,0,0,3,3,1,42,42,2,0,0,0,0,0,0,0,0
152,frankscorner.se,subdomains,194.9.94.86,,0.1,103776110,7,2,0,0,9,8,6,12,12,7,0,0,0,0,0,0,0,0
51,wingneighbourhoodplan.info,subdomains,,,0.1,104159113,2,1,0,0,3,3,0,7,7,5,0,0,0,0,0,0,0,0
151,aangiftedoen.nu,subdomains,185.41.89.16,,0.1,104257097,9,7,0,0,10,10,5,37,32,4,5,8,0,0,0,0,9,0
149,banqueinvik.se,subdomains,194.9.94.86,,0.1,104310623,13,8,0,0,25,22,3,81,81,15,0,0,0,0,0,0,0,0
150,knattehalsan.se,subdomains,194.9.94.86,,0.1,104325728,4,2,0,0,4,4,2,23,23,2,0,20,0,0,0,0,0,0
51,leverforbundet.se,subdomains,194.9.94.86,,0.1,104405308,1,1,0,0,1,1,15,1,1,0,0,0,0,0,0,0,0,0
154,konstdigitalt.se,subdomains,93.188.2.52,,0.1,104817641,12,2,0,0,12,12,4,28,28,24,0,0,0,0,0,0,0,0
69,amwayfakta.se,subdomains,,,0.1,105084849,6,3,0,0,16,14,20,1243,1243,3,0,1234,0,0,0,0,0,0
178,avicii.nu,subdomains,194.9.94.85,,0.1,105171731,2,2,0,0,2,2,3,3,3,0,0,3,0,0,0,0,0,0
98,vinterjacka.nu,subdomains,194.9.94.85,,0.1,105172086,2,2,0,0,2,2,3,4,4,2,0,2,0,0,0,0,0,0
68,matslindwallpsykoterapi.se,subdomains,194.9.94.86,,0.1,105522197,13,9,0,0,13,13,1,85,85,9,0,3,0,0,0,0,0,0
180,rockcamp.nu,subdomains,194.9.94.86,,0.1,106548505,2,1,0,0,3,2,3,5,5,1,0,0,0,0,0,0,0,0
168,bionordica.se,subdomains,194.9.94.86,,0.1,107444403,2,2,0,0,1,1,1,7,7,0,0,0,0,0,0,0,0,0
76,swedishtranslator.se,subdomains,,,0.1,108585352,4,4,0,0,4,4,0,26,26,2,0,0,0,0,0,0,0,0
99,20x35.se,subdomains,194.9.94.85,,0.1,109186647,1,1,0,0,1,1,3,14,14,0,0,0,0,0,0,0,0,0
97,ancinilsson.se,subdomains,194.9.94.85,,0.1,109396909,2,1,0,0,3,3,5,4,4,2,0,0,0,0,0,0,0,0
77,feeds.se,subdomains,194.9.94.85,,0.1,109931609,6,5,0,0,6,5,3,24,24,1,0,0,0,0,0,0,0,0
66,rcmagnus.se,subdomains,,,0.1,110164968,2,1,0,0,2,2,0,2,2,1,0,0,0,0,0,0,0,0
129,vvspris.nu,subdomains,194.9.94.85,,0,111508829,3,2,0,0,3,3,1,3,3,1,0,0,0,0,0,0,0,0
121,prisab.se,subdomains,194.9.94.86,,0,112144411,2,2,0,0,1,1,1,27,27,0,0,0,0,0,0,0,0,0
72,reeo.se,subdomains,,,0,112531908,5,2,0,0,5,5,0,6,6,4,0,0,0,0,0,0,0,0
148,akupunkturklinikken.nu,subdomains,194.9.94.86,,0,112596112,4,3,0,0,4,4,1,9,9,1,0,0,0,0,0,0,0,0
33,iamtrip.se,subdomains,194.9.94.85,,0,113035966,4,3,0,0,9,9,3,26,26,5,0,0,0,0,0,0,0,0
49,2000teenchat.com,subdomains,,,0,113688968,12,10,0,0,13,13,0,29,26,2,0,9,1,0,0,0,0,0
105,linakorsgren.se,subdomains,194.9.94.86,,0,113689365,7,6,0,0,39,18,3,15296,15296,1,0,0,0,0,0,0,0,0
156,vccc.se,subdomains,194.9.94.86,,0,113772084,2,1,0,0,2,2,1,2,2,1,0,0,0,0,0,0,0,0
186,rustycage.se,subdomains,194.9.94.86,,0,114730640,2,2,0,0,2,2,1,7,7,0,0,0,0,0,0,0,0,0
167,irishconnection.se,subdomains,194.9.94.85,,0,115116945,3,2,0,0,3,3,1,3,3,1,0,0,0,0,0,0,0,0
49,flygplansmodeller.se,subdomains,194.9.94.86,,0,115241717,3,2,0,0,3,3,3,10,10,1,0,0,0,0,0,0,0,0
182,lowenhoff.se,subdomains,194.9.94.86,,0,116212773,4,3,0,0,4,4,3,35,35,1,0,0,0,0,0,0,0,0
69,diasales.se,subdomains,194.9.94.85,,0,116953366,4,1,0,0,10,10,3,145,145,143,0,0,0,0,0,0,0,0
188,servicepoolen.se,subdomains,194.9.94.85,,0,117149838,11,7,0,0,12,11,3,37,35,17,2,1,0,0,0,0,0,0
136,ntglar.se,subdomains,194.9.94.85,,0,117310141,2,2,0,0,11,7,3,14,14,0,0,0,0,0,0,0,0,0
96,sunnebostad.se,subdomains,194.9.94.85,,0,119175971,24,18,0,0,22,20,1,44,44,23,0,0,0,0,0,0,0,0
133,fredsdemokrat.se,subdomains,,,0,120009962,2,2,0,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0
81,scfinance.co.nz,subdomains,,,0,120956095,16,13,0,0,13,13,0,93,93,35,0,1,0,0,0,0,0,0
102,winkelruimte.nu,subdomains,194.9.94.86,,0,121712328,8,8,0,0,8,8,3,11,11,0,0,0,0,0,0,0,0,0
164,decamor.se,subdomains,,,0,121729361,2,2,0,0,3,3,1,16,13,2,3,2,0,0,0,0,0,0
21,advokatvasastan.se,subdomains,185.133.206.152,,0,123328594,2,1,0,0,2,2,4,7,7,4,0,3,0,0,0,0,8,1
95,fastighetsmäklarelund.com,subdomains,194.9.94.86,,0,123334362,1,1,0,0,1,1,3,1,1,0,0,1,0,0,0,0,0,0
56,summervvs.se,subdomains,194.9.94.86,,0,123454093,4,2,0,0,4,4,2,13,13,2,0,0,0,0,0,0,0,0
198,tangensbatturer.se,subdomains,194.9.94.86,,0,124000693,2,1,0,0,2,2,4,2,2,1,0,0,0,0,0,0,0,0
135,hallanordanstig.se,subdomains,194.9.94.85,,0,126497718,1,1,0,0,1,1,3,4,4,0,0,0,0,0,0,0,0,0
168,milleniemalen.se,subdomains,194.9.94.85,,0,127427503,2,2,0,0,4,4,1,6,6,0,0,0,0,0,0,0,0,0
182,execunetfinancial.com,subdomains,,,0,128458710,16,11,0,0,21,21,0,27,27,7,0,2,0,0,0,0,0,0
110,envirum.se,subdomains,194.9.94.86,,0,129335892,2,1,0,0,2,2,3,12,12,1,0,0,0,0,0,0,0,0
190,konstfard.se,subdomains,194.9.94.85,,0,130328075,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
100,sctt.nu,subdomains,194.9.94.86,,0,131731952,5,4,0,0,5,5,1,483,483,1,0,0,0,0,0,0,0,0
200,programbank.se,subdomains,194.9.94.85,,0,132527278,6,2,0,0,6,6,1,24,24,20,0,1,0,0,0,0,0,0
51,sodrafastighetsbyran.se,subdomains,35.228.53.67,,0,133477746,2,2,0,0,2,2,1,32,32,0,0,0,0,0,0,0,0,0
28,raukasventilation.se,subdomains,194.9.94.85,,0,133854267,3,1,0,0,3,3,3,6,6,2,0,0,0,0,0,0,0,0
79,seayak.se,subdomains,194.9.94.85,,0,136038187,7,4,0,0,7,7,4,11,11,3,0,1,0,0,0,0,0,0
90,fotohornan.se,subdomains,,,0,140340409,3,2,0,0,3,3,0,18,13,1,5,0,0,0,0,0,0,0
181,marev.se,subdomains,194.9.94.86,,0,140722331,16,13,0,0,18,17,1,52,50,9,0,3,0,0,0,0,0,0
108,bjorrodsagg.se,subdomains,194.9.94.86,,0,140963908,8,5,0,0,12,12,3,23,23,4,0,10,0,0,0,0,0,0
119,skolenergi.se,subdomains,194.9.94.86,,0,141534729,1,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0
161,ostervala-kakel.se,subdomains,194.9.94.86,,0,141699245,7,6,0,0,7,7,1,17,16,1,0,2,0,0,0,0,0,0
125,studieinspiratorerna.se,subdomains,194.9.94.85,,0,144257147,22,21,0,0,21,19,5,34,34,13,0,7,0,0,0,0,0,0
17,geraldsson.nu/,subdomains,,,0,145802258,37,34,0,0,33,30,0,61,51,1,0,37,9,0,0,0,0,0
52,4qp.se,subdomains,194.9.94.85,,0,146058278,6,2,0,0,5,5,5,11,11,7,0,1,0,0,0,0,0,0
195,provos-ghhs.de,subdomains,,,0,146097421,9,8,0,0,9,9,0,11,11,1,0,1,0,0,0,0,0,0
18,schemaanalys.se/,subdomains,93.188.2.51,,0,147287216,13,9,0,0,12,12,2,43,41,9,0,12,0,0,0,0,1,0
111,kronstaden.se,subdomains,194.9.94.85,,0,150794956,3,1,0,0,3,3,1,3,3,2,0,0,0,0,0,0,0,0
172,odeholmbyggkonsult.se,subdomains,194.9.94.86,,0,150806461,3,1,0,0,4,4,2,38,38,36,0,0,0,0,0,0,0,0
19,movlin.se/,subdomains,93.188.2.51,,0,151909195,13,7,0,0,13,13,28,40,40,13,0,11,0,0,0,0,1,0
118,kryptoprodukter.se,subdomains,194.9.94.85,,0,153419883,2,1,0,0,2,2,4,2,1,0,1,0,0,0,0,0,0,0
111,backarattvik.se,subdomains,194.9.94.86,,0,155416891,16,14,0,0,15,12,3,21,21,7,0,0,0,0,0,0,0,0
151,advokatkatarinarosell.se,subdomains,194.9.94.85,,0,156262310,8,3,0,0,9,9,1,14,14,9,0,2,0,0,0,0,0,0
185,ockelborum.se,subdomains,194.9.94.85,,0,156967346,17,16,0,0,22,19,1,105,105,87,0,2,0,0,0,0,0,0
64,glbyggab.se,subdomains,194.9.94.86,,0,158986379,6,4,0,0,5,5,1,10,10,3,0,3,0,0,0,0,0,0
184,bmsuthyrning.se,subdomains,194.9.94.86,,0,160933171,7,6,0,0,7,7,3,22,22,1,0,3,0,0,0,0,0,0
95,grafo.nu,subdomains,194.9.94.85,,0,161687922,10,7,0,0,9,9,1,16,16,3,0,3,0,0,0,0,0,0
134,lintec.se,subdomains,194.9.94.86,,0,161773870,7,4,0,0,7,7,3,13,13,3,0,2,0,0,0,0,0,0
123,advokatgoteborg.se,subdomains,79.136.113.94,,0,167616608,2,2,0,0,2,1,1,3,3,0,0,3,0,0,0,0,0,0
142,advokatkungsholmen.nu,subdomains,79.136.113.94,,0,167643451,2,2,0,0,2,1,1,3,3,0,0,3,0,0,0,0,0,0
158,florum.se,subdomains,194.9.94.85,,0,172494984,9,6,0,0,29,25,2,139,139,4,0,5,0,0,0,0,0,0
55,advokatviklund.se,subdomains,194.9.94.85,,0,173650001,3,1,0,0,3,2,1,11,11,7,0,3,0,0,0,0,0,0
29,vaernepligtsraadet.nu,subdomains,194.9.94.85,,0,174763438,7,4,0,0,7,7,3,8,8,3,0,1,0,0,0,0,0,0
159,jananderssonmaleri.se,subdomains,194.9.94.86,,0,175457401,4,1,0,0,4,4,1,17,17,16,0,0,0,0,0,0,0,0
124,flighton.net,subdomains,185.51.33.137,,0,182213763,5,5,0,0,3,3,2,6,6,0,0,0,0,0,0,0,0,0
63,imaxpascher.com,subdomains,194.9.94.86,,0,186904636,4,2,0,0,4,4,1,8,5,3,3,0,0,0,0,0,0,0
101,kafeada.se,subdomains,194.9.94.85,,0,188961134,2,1,0,0,2,2,1,3,3,1,0,0,0,0,0,0,0,0
106,vimmerbyholding.se,subdomains,194.9.94.85,,0,192331802,1,1,0,0,2,2,1,4,4,0,0,0,0,0,0,0,0,0
41,arnelindwalls.se,subdomains,35.228.53.67,,0,196102703,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
27,67.nu,subdomains,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,78.nu,subdomains,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,89.nu,subdomains,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,advokatborås.nu,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,advokatbyrålund.nu,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,advokatbyrålund.se,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,advokatbyråuppsala.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,advokatgöteborg.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,advokatkatrineholm.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,advokatlund.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,advokatostermalm.se,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,advokatsödermalm.se,subdomains,79.136.113.94,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,advokatuppsala.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,advokatöstermalm.nu,subdomains,79.136.113.94,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,affärsrätt.se,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,agperu.se,subdomains,194.9.94.85,,0,,2,0,0,0,1,1,1,5,5,5,0,0,0,0,0,0,0,0
59,ahlmbackmanagement.se,subdomains,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,alago.se,subdomains,194.9.94.85,,0,,4,0,0,0,3,3,1,6,6,6,0,0,0,0,0,0,0,0
179,alesso.nu,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,am-925.se,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,amazaonisverige.se,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,amazonsverige.app,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,amazonsverige.blog,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,amazonsverige.cloud,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,amazonsverige.info,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,amazonsverige.site,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,anglakonferens.se,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,arbetsrättstockholm.nu,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,astridkvinnojour.se,subdomains,194.9.94.86,,0,,1,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0
125,asylrätt.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,asylrättstockholm.se,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,avtalsrätt.nu,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,avtalsrättstockholm.se,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,bildäckstockholm.com,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,bildäckstockholm.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,bildäckstockholm.se,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,biokombinat.se,subdomains,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,brottmålsadvokatgöteborg.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,brottmålsadvokatgöteborg.se,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,byggnadsställningarstockholm.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,byggochbemanning.se,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,bästaadvokaten.nu,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,bästamäklaren.nu,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,catstuff.se,subdomains,194.9.94.86,,0,,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
65,civilrätt.nu,subdomains,194.9.94.85,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,cv-online.nu,subdomains,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,darkbot.nu,subdomains,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,darkbot.se,subdomains,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,diffriidrott.se,subdomains,194.9.94.86,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,ecolasting.se,subdomains,194.9.94.85,,0,,2,0,0,0,2,2,5,5,1,1,4,0,0,0,0,0,0,0
